tag	character	n_tips	n_present	lnL_full	lnL_null	lambda0	lambda1	mu0	mu1	q01	q10	chisq	p	status
n500_f3.0_r051	control	500	446	-55.0574057136336	-55.327422104673	3.19887020322027	3.0042429112732	1.27732232007147	0.436374354412127	6.04992390854288e-08	0.0934580098437046	0.540032782078868	0.763366981856005	ok
n500_f3.0_r052	driver	500	476	-25.5297485418614	-32.1238075358254	1.15292126706083	3.43136029938197	0.979247087826335	0.718047440999116	7.40536857505592e-08	0.122526175925295	13.188117987928	0.00136847404735455	ok
n500_f3.0_r052	control	500	440	-29.4312497267211	-29.488413340088	3.18101399902536	3.33689195644141	0.183756242426112	0.756861688655558	7.58207809867084e-09	0.100172831029006	0.114327226733764	0.944439533792885	ok
n500_f3.0_r053	driver	500	482	-80.6706170371781	-88.0529393167086	0.492386212656417	2.90581559930177	1.30141933491865	0.407785189312652	5.18324463731945e-08	0.119201243198882	14.7646445590611	0.000622154390659988	ok
n500_f3.0_r053	control	500	373	-86.3610877353142	-86.5450262328194	2.60854128871845	2.87127082193403	0.223864092901044	0.422612218848052	6.32592472710577e-09	0.100787488649379	0.367876995010334	0.831986971527602	ok
n500_f3.0_r054	driver	500	478	-48.7969174223382	-55.8000995552591	0.795375721551801	2.89180230074441	0.0528870296030299	3.20448939585258e-06	3.54418203617902e-08	0.0957287482478703	14.0063642658419	0.000908984847883342	ok
n500_f3.0_r054	control	500	393	-61.5006426796578	-62.0690856450204	2.59274743498445	3.03301081405968	4.27318444457265e-05	0.35432287076565	9.83683867145118e-07	0.112083098286144	1.13688593072516	0.566406667269604	ok
n500_f3.0_r055	driver	500	474	-46.1516160773645	-52.7615240576439	1.12169644790458	3.36946974497292	0.908515312832128	0.797094746633362	3.17088432310778e-08	0.124431716165927	13.2198159605588	0.00134695609023247	ok
n500_f3.0_r055	control	500	402	-63.6186761366812	-64.1061315143941	3.08948816055136	3.24389587921292	1.01917426201097	0.636771208430264	3.95191584633553e-09	0.160522207658156	0.97491075542591	0.614187282053477	ok
n500_f3.0_r056	driver	500	469	-69.8947229928143	-77.7568509214046	1.1432102386641	3.44854854754526	0.559670336384856	1.07850257580985	6.0022838000916e-08	0.113942137575234	15.7242558571806	0.000385053632343453	ok
n500_f3.0_r056	control	500	446	-61.3405473249328	-63.076488695189	2.34293261037025	3.44717599379829	0.592885123081761	1.15555538504501	1.53696348601258e-07	0.0967579109581515	3.47188274051246	0.176234220521062	ok
n500_f3.0_r057	driver	500	466	-100.43652264051	-106.637015853544	1.46936427955517	2.87057135297129	0.776239299541623	0.352102337180422	9.80727335098058e-08	0.117866691675157	12.4009864260694	0.00202842994145104	ok
n500_f3.0_r057	control	500	460	-121.410119618879	-124.373618825281	1.94383472893546	2.91686167098199	1.4541329250796	0.498496234209792	7.29508134409532e-08	0.162765352357403	5.92699841280546	0.0516379089632107	ok
n500_f3.0_r058	driver	500	471	-60.7508876366164	-65.133510404412	1.79373195116844	3.23406007324823	2.16821695128863	0.522346529055953	0.445655229213368	0.208317194822614	8.7652455355912	0.0124925505566291	ok
n500_f3.0_r058	control	500	321	-26.6307232091336	-26.6868523777838	3.05584912273769	3.23817233883722	0.409757129600471	0.730862002183865	2.307595609808e-11	0.0986416162497778	0.112258337300297	0.945417009764154	ok
n500_f3.0_r059	driver	500	483	-83.069391110574	-89.3541348413724	0.580734884809977	2.66577871573092	0.250910012407676	1.44664586526167e-07	0.0947220745803137	0.0824957250649401	12.5694874615968	0.00186453473138486	ok
n500_f3.0_r059	control	500	356	-69.6020379122402	-69.8417348077272	2.71485103546719	2.62246753996609	0.406175665165394	7.06560568329803e-07	1.20926561899962e-10	0.0703122399841684	0.479393790973973	0.78686632765963	ok
n500_f3.0_r060	driver	500	480	-30.1937547391195	-38.9455039423018	0.669387059317984	2.99400246212498	2.23776921470465e-06	7.83119951064939e-07	0.276726659088582	0.103024060771471	17.5034984063646	0.000158184386343293	ok
n500_f3.0_r060	control	500	450	-45.754174169706	-47.6341824972173	2.08745657736827	3.05228405264833	3.69416979329214e-05	0.172392031349096	2.90376752593974e-06	0.117679370369703	3.76001665502255	0.152588835066348	ok
n500_f3.0_r061	driver	500	448	-120.587165922515	-139.262489784162	0.948153473725748	2.86528017179496	0.0436209557676387	0.146368509305889	4.76986641529009e-09	0.153047016479943	37.3506477232933	7.75193101302108e-09	ok
n500_f3.0_r061	control	500	463	-115.932872612528	-117.954538706889	2.53377532024121	2.79594905075894	1.9672923488391	0.395277830438239	0.154277424722208	0.147993778803031	4.043332188721	0.132434632572844	ok
n500_f3.0_r062	driver	500	470	-33.3714294295652	-36.5322882734539	2.41724964074617	3.47561962122124	2.17188470924972	0.896884417013361	4.8981726497248e-08	0.140955707809105	6.32171768777749	0.0423893196344658	ok
n500_f3.0_r062	control	500	388	-52.2408737495088	-52.4063364457539	3.74420411349833	3.32952557012165	1.37950889639948	0.818767440365041	4.24175205593122e-09	0.171225900597806	0.330925392490244	0.84750147760263	ok
n500_f3.0_r063	driver	500	473	-106.624031163353	-116.550958058088	0.739077593979316	2.91384871785907	1.2406275047583	0.429217778811153	3.03061243014366e-09	0.162175699728136	19.8538537894707	4.88416612713508e-05	ok
